Accession_number,Record_number,JCB_call_number,Image_title,Creator1,Creator1_dates,Creator1_role,Creator2,Creator2_dates,Creator2_role,Creator3,Creator3_dates,Creator3_role,Place_image_published,Image_publisher,Image_date,Languages,Description,Source_creator,Source_Title,Source_place_of_publication,Source_publisher,Source_date,notes,Time_Period,References,References_exhibitions,Provenance_Donor,Commentary,SubjectArea1,SubjectArea2,SubjectArea3,SubjectArea4,SubjectHeadings1,SubjectHeadings2,SubjectHeadings3,SubjectHeadings4,SubjectHeadings5,SubjectHeadings6,SubjectHeadings7,SubjectHeadings8
5917,05917-1,D830 T284t,"A Peruvian Indian, bargaining with a cloth merchant of Cochabamba",,,,,,,,,,London,Colburn & Bentley,1830,English,Two native Americans bargain for cloth.,"Temple, Edmond",Travel in various parts of Peru ... Vol II.,London,"Henry Colburn and Richard Bentley, New Burlington Street",1830,,1801-1850,,,Acquired before 1874.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America,,,,,,,
00-121,00-121,Bolívar Room,"Recivelo Motezuma en hombros de Reyes, y ofrecele dones",,,,,,,,,,Mexico,,1850,,"Moctezuma (Montezuma) II is carried on a golden litter by his Aztec subjects. Decorative elements include crowns, feathered garments, canopy, armor, ornaments including quetzal plume fans, and jaguar skin attire.",,,,,,"Moctezuma II (reigned 1502-1520), the ninth Aztec emperor, whose surname was Xocoyotzin or bitter lord (or the youngest), was the son of Axayácatl and great grandson of Moctezuma I. He surrendered to the Spanish in 1520. This painting was owned by William H. Prescott, his daughter, and grandson and was never publicly exhibited until given to the John Carter Brown Library in 2000. The frontispiece of Prescott's History of the Conquest of Peru, vol. II, New York, 1843, depicts Moctezuma alone in royal attire.",1801-1850,,"John Carter Brown Library, Portraits of the Liberator Simón Bolívar, no. 2",Acquired in 2000. Gift of Maury A. Bromsen.,,Indigenous peoples,Portraits,,,"Montezuma II, Emperor of Mexico, ca. 1480-1520","Mexico--History--Conquest, 1519-1540",,,,,,
642,0642-1,J520 A938e,[Title page],,,,,,,,,,Nuremberg,Fryderichen Peypus,1520,German,An armed Spanish ship. Military aspects include group of armed Spaniards and armed native Americans.,,"Ein Auszug ettlicher Sendbrieff dem aller durchleüchtigisten grossmechtgiste[n] Fürsten und Herren Herren Carl römischen un hyspanische[n] König [etc.] vnserm gnedigen hern durch ire verordent Hauptleut, von wegen einer newgefunde[nen] Inseln, der selbe[n] Gelegenheit vun jnwoner sitten un[d] Gewonheite[n] inhaltend vor Kurtzuerschinen Tagen zugesandt.",Nuremberg,Fryderichen Peypus,1520,Imprint from colophon.,1492-1600,,,Acquired in 1846.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,,,First contact of aboriginal peoples with Westerners,"Mexico--History--Conquest, 1519-1540",Indians,,,,,
1776,01776-3,B526 F363d / 1-SIZE,[La manera o como los indos enciende lumbre],,,,,,,,,,Toledo,Remon de Petras,1526,,Fire stick.,"Fernández de Oviedo y Valdés, Gonzalo, 1478-1557",[Sumario de la natural y general istoria de las Indias] Ouiedo Dela natural hystoria delas Indias,Toledo,se imprimio a costas del autor Gonçalo Fernandez de Ouiedo alias e Valdes. Por industria de maestre Remon de Petras,1526,Text describes a native American stick used to make fire.,1492-1600,,,Acquired in 1854.,,Indigenous peoples,,,,Indians of the West Indies--Implements,,,,,,,
7649,7649-1,B534 X61 /1-SIZE,[Title page],,,,,,,,,,Seville,Bartholome Perez,1534,Spanish,"Spanish priest and soldiers meet the Incan ruler Atahualpa and his retinue. Atahualpa is carried on a litter and holds a bar of gold [?]. Includes fortified castle on hill, canopy or parasol, bows, angels, Virgin Mary on a crescent moon, papal and royal Hapsburg coat of arms.","Xerez, Francisco de, b. 1500",[Verdadera relacion de la conquista del Peru] Uerdadera relacion de la conquista del Peru,Seville,impressa en casa de Bartholome Perez,1534,"This image shows the capture of Atahualpa by Francisco Pizarro at Cajamarca, Peru. Atahualpa, in a desperate attempt to buy his freedom, offered Pizarro a room of gold. The ransom was in vain; Pizarro had the Incan king executed as soon as the ransom was collected.",1492-1600,,"Danforth, S. Encountering the New World, Fig. 61; Delgado-Gomez, A. Spanish Historical Writings, Item 23",Acquired in 1911.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,,,"Peru--History--Conquest, 1522-1548",,,,,,,
245,0245-2,B535 F363h / 1-SIZE,[Tobacco pipes],,,,,,,,,,Seville,"Enla emprenta de Iuam Cromberger,",1535,,Tobacco pipes.,"Fernández de Oviedo y Valdés, Gonzalo, 1478-1557",[Historia general y natural de las Indias. 1a parte] La historia general delas Indias,Seville,"Enla emprenta de Iuam Cromberger, el postrero dia del mes de setiembre",1535,This book is the first known European account to mention how tobacco was smoked by the natives.,1492-1600,"Arents, G. Tobacco, n. 4.",,Acquired in 1846.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",,,,Tobacco pipes,,,,,,,
245,0245-6,B535 F363h / 1-SIZE,[Mining gold],,,,,,,,,,Seville,"Enla emprenta de Iuam Cromberger,",1535,,Three native American men mining for gold in a stream. Human activity includes hoeing and panning.,"Fernández de Oviedo y Valdés, Gonzalo, 1478-1557",[Historia general y natural de las Indias. 1a parte] La historia general delas Indias,Seville,"Enla emprenta de Iuam Cromberger, el postrero dia del mes de setiembre",1535,,1492-1600,,"Landis, D.C. Literature of the Encounter, no. 32, fig. IV.2",Acquired in 1846.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,,,America--Early accounts to 1600,Indians,,,,,,
245,0245-3,B535 F363h / 1-SIZE,[Dugout canoe and adz],,,,,,,,,,Seville,"Enla emprenta de Iuam Cromberger,",1535,,"At top, an axe or adz. At bottom, a native American using a paddle stands in a dugout canoe.","Fernández de Oviedo y Valdés, Gonzalo, 1478-1557",[Historia general y natural de las Indias. 1a parte] La historia general delas Indias,Seville,"Enla emprenta de Iuam Cromberger, el postrero dia del mes de setiembre",1535,Accompanying text describes canoes made by the native peoples and how they are made.,1492-1600,,,Acquired in 1846.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians,Dugout canoes--America,,,,,,
1632,01632-1,B547 F363c /1-SIZE,[El qual tracta delas casas e moradas de los Indios de ... Hayti],,,,,,,,,,Salamanca,Ivan de Iunta,1547,Spanish,Native American dwelling.,"Fernández de Oviedo y Valdés, Gonzalo, 1478-1557",[Historia general y natural de las Indias. 1a parte] Coronica delas Indias. La hystoria general de las Indias,Salamanca,Por Ivan de Iunta,1547,Image title taken from chapter title.,1492-1600,,,Acquired in 1847.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",,,,Indians of the West Indies,,,,,,,
649,0649-2,B554 C569pb (copy 2),[Building of cities in South America],,,,,,,,,,Antwerp,Jean Bellère,1554,,Masons chisel and build a wall supervised by a man riding a horse. Includes dwellings.,"Cieza de León, Pedro de, 1518-1554",[La chronica de Peru. Part 1] Chronica del Peru ...,Antwerp,Por Juan Bellero ala enseña del Salmon,1554,"Text here refers to the building of cities in Peru, but this is a generic image of masons probably intended to represent native American workers. The same woodcut is used many times in this book to illustrate the building of other towns.",1492-1600,,,Acquired before 1870.,,"Artifacts, industry, and human activities",,,,Architects and builders--Peru,,,,,,,
649,0649-4,B554 C569pb (copy 2),[Native Americans talk to devil],,,,,,,,,,Antwerp,Jean Bellère,1554,,Men talk to a devil or idol.,"Cieza de León, Pedro de, 1518-1554",[La chronica de Peru. Part 1] Chronica del Peru ...,Antwerp,Por Juan Bellero ala enseña del Salmon,1554,Text here refers to the the religious practices of the native Americans of Anzerma in present-day Colombia.,1492-1600,,,Acquired before 1870.,,"Artifacts, industry, and human activities",,,,Indians of South America--Religion,Indians of South America--Rites and ceremonies,,,,,,
649,0649-9,B554 C569pb (copy 2),[Native American sacrifice],,,,,,,,,,Antwerp,Jean Bellère,1554,,Native American sacrifices another by cutting out his heart in front of an idol or devil with wings. Also includes two men hanging from ropes and two idols [harpies?] in front of the altar.,"Cieza de León, Pedro de, 1518-1554",[La chronica de Peru. Part 1] Chronica del Peru ...,Antwerp,Por Juan Bellero ala enseña del Salmon,1554,Text describes the religious sacrifices practiced by the natives of Peru.,1492-1600,,,Acquired before 1870.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America,Incas--Religion,Human sacrifice--Peru,,,,,
649,0649-10,B554 C569pb (copy 2),[Native American king receives two Spaniards],,,,,,,,,,Antwerp,Jean Bellère,1554,,"Orejone [i.e., big-eared Inca ruler or native American king] with two men.","Cieza de León, Pedro de, 1518-1554",[La chronica de Peru. Part 1] Chronica del Peru ...,Antwerp,Por Juan Bellero ala enseña del Salmon,1554,"The ruler may symbolize Manco Capac, adorned with the royal fringe [llautu] or crown.",1492-1600,,,Acquired before 1870.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America,Incas--Kings and rulers,"Peru--History--Conquest, 1522-1548",,,,,
841,0841-2,B554 C569c,[Del Rio de Apurima: y del valle de Xaquixaguana ... hasta llegar ala ciudad del Cuzco],,,,,,,,,,Antwerp,Martin Nucio,1554,,Incan ruler gesturing toward Cuzco to Francisco Pizarro.,"Cieza de León, Pedro de, 1518-1554",[La chronica de Peru. Part 1] Chronica del Peru,Antwerp,En casa de Martin Nucio,1554,"The ruler may symbolize Manco Capac, adorned with the royal fringe [llautu] or crown. Image title taken from chapter title.",1492-1600,,,Acquired in 1846.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America,"Peru--History--Conquest, 1522-1548","Pizarro, Francisco, ca. 1475-1541",,,,,
7099,07099-4,B554 C569pb,[Building of the city of Saint Sebastian and Antioch],,,,,,,,,,Antwerp,Jean Bellère,1554,,"Masons chisel and build a wall supervised by a man holding a baton. Includes winch, hammer, and stool.","Cieza de León, Pedro de, 1518-1554",[La chronica de Peru. Part 1] Chronica del Peru ...,Antwerp,Por Juan Bellero ala enseña del Salmon,1554,"Text here refers to the city of San Pedro de Uraba (Antioquia, Colombia), but this is a generic image of masons probably intended to represent native American workers. The same woodcut is used many times in book to illustrate the building of other towns. Image title taken from chapter title. This illustration, reprinted within the volume, represents the building efforts of the Spanish in Peru.",1492-1600,,,Acquired before 1870.,,"Artifacts, industry, and human activities","Geography, maps, city views and plans",,,Architects and builders--Colombia,,,,,,,
841,0841-1,B554 C569c,[De los ritos y sacrificios que estos Indios tienen: y quan grandes carniceros son de comer carne humana],,,,,,,,,,Antwerp,Martin Nucio,1554,,"Human sacrifice. Native American plunges a knife into another's chest. Two bodies hang, a statute of an idol or devil on a pillar stands at left.","Cieza de León, Pedro de, 1518-1554",[La chronica de Peru. Part 1] Chronica del Peru,Antwerp,En casa de Martin Nucio,1554,Image title taken from chapter title.,1492-1600,,"Johnson, J. G. Book in the Americas, Fig. 48",Acquired in 1846.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",,,,Indians of South America,"Peru--History--Conquest, 1522-1548",Peru--Description and travel,,,,,
1297,1297-5,H550 R184n / 1-SIZE (copy 2),[Native Americans mining],,,,,,,,,,Venice,Giunti,1556,Italian,"Native Americans search for gold in a stream. Human activity includes mining, hoeing, and panning.","Ramusio, Giovanni Battista, 1485-1557",[Navigazioni e viaggi. Volume 3] Terzo volume delle navigationi et viaggi,Venice,Nella Stamperia de Giunti,1556,"This illustration was derived from that in Gonzalo Fernandez de Oviedo y Valdés, Historia general delas Indias, first published, Seville, 1535. The wood blocks used to create this edition of Ramusio's Navigationi et viaggi were destroyed in a fire in 1557. Later editions were made from new wood blocks.",1492-1600,,,Acquired in 1962.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Mines and mineral resources,,,,,,,
63-18,63-18-005,H554 R184n / 1-SIZE (copy 2),Il Cuscho citta principale della provincia del Peru,,,,,,,,,,,Giunti,1556,Italian,"A bird's eye view of Cuzco, Peru. Built environment includes walls, temple (showing Atabalipa [or Atahualpa], the last independent Incan ruler, being carried on a litter), and dwellings.","Ramusio, Giovanni Battista, 1485-1557",[Navigazioni e viaggi. Volume 3] Terzo volume delle navigationi et viaggi,Venice,Nella Stamperia de Giunti,1565,The wood blocks used to create the first edition of Ramusio's Navigationi et viaggi were destroyed in a fire in 1557. This edition's woodcuts were new.,1492-1600,,,Acquired in 1962.,,"Geography, maps, city views and plans",,,,Indians of South America--Peru,,,,,,,
656,0656-4,E558 T416sp,[Animal],,,,,,,,,,Paris,heritiers de Maurice de la Porte,1558,,"""Su"" from Patagonia.","Thevet, André, 1502-1590",[Les singularitez de la France Antarctique] Les singularitez de la France Antarctique autrement nommée Amerique,Paris,"Chez les heritiers de Maurice de la Porte, au Clos Bruneau, à l'ensiegne S. Claude",1558,"Text describes an animal hunted for its fur by the native Americans, which lived by rivers, put its young on it back when threatened, and had a terrible cry. The same woodcut is used in Thevet's Cosmographie universelle (leaf 1002 recto) to illustrate a ""succarath"" (a ground sloth or puma?). Thevet, a Franciscan monk , traveled to Brazil with Nicolas Durand, chevalier de Villegagnon, stayed only ten weeks, and wrote Les singularitez from his own observations and those of others.",1492-1600,"Schlesinger/Stabler, André Thevet, 140",,Acquired in 1846.,Susan_Danforth@brown.edu,Flora and fauna,,,,Brazil--Description and travel,Natural history--Brazil,,,,,,
1650,01650-10,H565 B479h,"Alberi che producono le zucche, del che gl'Indiani generalmente se ne seruano de' uasi.",,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,Native Americans with baskets on their backs walk underneath the trees that produce calabashes.,"Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,"The calabash tree, Crescentia cujete, produces large spherical fruit used by native Americans as vases. Publication information from colophon.",1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Flora and fauna,Indigenous peoples,,Indians of South America,,,,,,,
1650,01650-11,H565 B479h,Modo di ballare.,,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,"Method of dancing. Native Americans dance while others beat drum, prepare and serve beverages.","Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,Publication information from colophon.,1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America--Social life and customs,,,,,,,
1650,01650-12,H565 B479h,Come gli Indiani viuono sopro gli Arbori.,,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,How the native Americans live in trees. Spanish soldiers chop down a tree with a dwelling while the inhabitants drop stones on them. Includes hatchets or axes.,"Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,Natives of the Orinoco River in present-day Venezuela and Colombia lived in houses built on high rocks or in trees during the rainy season . Publication information from colophon.,1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America,,,,,,,
1650,01650-13,H565 B479h,"Il modo di pescare, & nauigare nel mare di Mezzo giorno.",,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,Native American method of fishing and navigation in the Pacific Ocean.,"Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,Text describes native Americans fishing off the coast of Ecuador. Publication information from colophon.,1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America,,,,,,,
1650,01650-14,H565 B479h,"Come gl'Indiani del Peru adorano il Sole, & lo tengono per il suo principal Iddio.",,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,Native Americans of Peru pray to the sun which they worship as their principal idol. Includes temple or pyramid.,"Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,Publication information from colophon.,1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America--Rites and ceremonies,,,,,,,
1650,01650-15,H565 B479h,"Il modo che tengono gli orefici nel lauorare, & fondere l'oro, & l'argento.",,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,Native American method of working gold and silver. Two men blow through a reed over a hearth or foundry. Another man pounds the metal with a stone to fashion it. Includes a dwelling.,"Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,Text describes the Inca goldsmithing around Cuzco in present-day Peru. Publication information from colophon.,1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Goldsmiths,Goldwork,Indians of South America,Silversmiths,Silverwork,,,
1650,01650-3,H565 B479h,Indiana marauigliosa in Cumana,,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,Native American woman with a ring through her nose presents a basket of fruit to European gentlemen who sit at a table eating. Includes tattoo.,"Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,"Benzoni describes a strange old woman who had a large wooden ring in her nose and heavy earrings. She brought a basket of fruit and claimed to be the wife of a local cacique or chief in Cumana, present-day Venezuela. Publication information from colophon.",1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America,,,,,,,
1650,01650-4,H565 B479h,"Modo di dormire nel Golfo di Paria, & altri moti luoghi.",,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,"Native American methods of sleeping near the Gulf of Paria, present-day Venezuela. Includes hammocks under shelters and a campfire.","Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,Publication information from colophon.,1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America,,,,,,,
1650,01650-5,H565 B479h,"Come gli Indiani colauano l'oro in bocca a gli Spagnuoli, e dell'habito che lor portano in diuersi lochi di terra Ferma.",,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,"Native Americans melt gold ore and pour molten gold into the throats of Spaniards. In background is a scene of cannibalism. Native Americans butcher and roast limbs over a grill. Also includes dwellings, hearth and men blowing on a fire.","Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,"In retribution for European greed, native Americans are shown obliging the invader's craving for gold by pouring molten metal down their throats. Text describes the Spanish under the leadership of the governor of Panama, Pedrarios Davila, raiding the coast for gold. Publication information from colophon.",1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Gold mines and mining,Cannibalism,Indians of South America,,,,,
1650,01650-6,H565 B479h,"Indiani della Spagnuola per non seruire a i Christiani, si andauano a impiccare alli boschi.",,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,"Native Americans commit suicide. Includes death from stabbing by knives and spears, from jumping off high places, hanging, and beating. Mothers and fathers kill their own children.","Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,Text describes Spanish rule after the death of Christopher Columbus on Hispaniola and tells of native Americans commiting suicide rather than serving Christians. Includes description of mothers using the juice of a herb to abort their babies. Publication information from colophon.,1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America,Suicide,,,,,,
1650,01650-8,H565 B479h,Casa benissimamente coperta nella prouincia di Suere.,,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,Native American dwelling by a river.,"Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,This house is described as being shaped like an egg and encircled with reeds. Publication information from colophon.,1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Dwellings,Indians of South America,,,,,,
1650,01650-9,H565 B479h,"Albero che produce il cacauate, & come gl'Indiani di due legni cauano fuoco.",,,,,,,,,,Venice,Francesco Rampazetto,1565,Italian,Native American drills wood to make a fire. A big tree shades a cacauatl or cocoa tree; cacao beans dry in the background.,"Benzoni, Girolamo, b. 1519",La historia del mondo nuovo,Venice,Appresso Francesco Rampazetto,1565,This is the first published picture of a cocoa or cacahuatl tree. It is described as flourishing only in shady locations. Publication information from colophon.,1492-1600,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Flora and fauna,Indigenous peoples,,Indians of South America,,,,,,,
8274,8274-1,J575 B825c / 2-SIZE,"[left] Mexico, Regia & Celebris Hispaniae Novae Civitas. [right] Cusco, Regni Peru In Novo orbe Caput.",,,,,,,,,,Antwerp,G. van den Rade,1575,Latin,"Bird's-eye views of Mexico City and Cuzco. The view of Mexico City or Tenochtitlán includes causeways, dikes, the central plaza with temples and the statue of an idol, people boating, outlying settlements around Lake Texcoco, and three native Americans in","Braun, Georg, 1540 or 1-1622",Civitates orbis terrarum,Antwerp,Apud Aegidium Radeum,1575,"This is the first example of a systematic atlas of cities and was meant to complement Ortelius's Theatrum Orbis Terrarum. Georg Braun was a priest and geographer. Although neither print is signed, the engravers are known to be Frans Hogenberg (1538-1590)",1492-1600,"Braun, Georg, Civitates orbis terrarum, 1572-1618... With an introduction by R. A. Skelton, Amsterdam, 1965.",,Acquired in 1912.,,"Geography, maps, city views and plans",Indigenous peoples,,,Cuzco (Peru),Mexico City (Mexico),,,,,,
1387,1387-4,BA579 V136r,[Aztec calendar],Diego Valadés,fl. 1580,fecit,,,,,,,Perugia,Pietro Giacopo Petrucci,1579,,Aztec calandar with Christian calendar.,"Valades, Diego, fl. 1580","Rhetorica christiana ad concionandi, et orandi usum accommodata ...",Perugia,Apud Petrumiccobum Potrutium,1579,"This book, a manual of instructions for missionaries to Mexico that described indigenous religious rites and customs, was the first book by a Mexican to be published in Europe. The author gives a firsthand account of the evangelization of Mexico. Image placed horizontally on page.",1492-1600,,,Acquired in 1906.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,,,Aztec calendar,,,,,,,
1387,1387-5,BA579 V136r,"Ad sensus aptat coelestia dona magister, Aridaq eloquij pectora fonte rigat.",,,,,,,,,,Perugia,Pietro Giacopo Petrucci,1579,Latin,Missionary instructs native Americans by making use of graphic depictions of the Passion. A monk holds an hourglass on the steps of the pulpit.,"Valades, Diego, fl. 1580","Rhetorica christiana ad concionandi, et orandi usum accommodata ...",Perugia,Apud Petrumiccobum Potrutium,1579,"This book, a manual of instructions for missionaries to Mexico that described indigenous religous rites and customs, was the first book by a Mexican to be published in Europe. The author gives a firsthand account of the evangelization of Mexico. Image placed horizontally on page. Diego Valades, fl. 1580, is probably the image creator.",1492-1600,,,Acquired in 1906.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of Mexico,Catholic Church--Missions,,,,,,
1387,1387-6,BA579 V136r,[Mexicans saved and fallen],,,,,,,,,,Perugia,Pietro Giacopo Petrucci,1579,,"At top, native Americans (wearing tilmas or indigenous clothes) are suspended from two trees while a devil tries to pull one down with a chain. Each tree has a representation of a crucified man [Christ?] on it. At bottom, native Americans kill martyrs with bows and arrows, stones, knives, and spears.","Valades, Diego, fl. 1580","Rhetorica christiana ad concionandi, et orandi usum accommodata ...",Perugia,Apud Petrumiccobum Potrutium,1579,"This book, a manual of instructions for missionaries to Mexico that described indigenous religious rites and customs, was the first book by a Mexican to be published in Europe. The author gives a firsthand account of the evangelization of Mexico. Image placed horizontally on page. Diego Valades, fl. 1580, is probably the image creator.",1492-1600,,,Acquired in 1906.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of Mexico,,,,,,,
1387,1387-10,BA579 V136r,[Syllabary with elements of Nahuatl pictograms combined with European letters],,,,,,,,,,Perugia,Pietro Giacopo Petrucci,1579,Nahuatl,"Set of pictographs which includes Aztec or Nahuatl symbols, such as native American figures or Mexicans, bird in a tree, symbol for house, and the Aztec god, Huitzilopochtli (with serpent and shield), eagle, and others.","Valades, Diego, fl. 1580","Rhetorica christiana ad concionandi, et orandi usum accommodata ...",Perugia,Apud Petrumiccobum Potrutium,1579,"This book, a manual of instructions for missionaries to Mexico that described indigenous religious rites and customs, was the first book by a Mexican to be published in Europe. The author gives a firsthand account of the evangelization of Mexico.",1492-1600,,,Acquired in 1906.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of Mexico,Catholic Church--Missions,"Picture writing, Mexican",,,,,
1387,1387-9,BA579 V136r,[Model by which native Americans are taught their catechism],Diego Valadés,fl. 1580,fecit,,,,,,,Perugia,Pietro Giacopo Petrucci,1579,Latin,"Native Americans are taught their catechism in a courtyard of a convent or monastery. Includes monks or brothers teaching native Americans by use of symbols, words, and pictures. Monks carry a church, with a symbol of the Holy Spirit in the entry and God the Father in clouds above it, on their shoulders. They teach about the creation of the world, Catholic doctrine, instruct for marriage and writing, take care of the sick, read aloud, perform baptism, burial, and marriage services, hear confessions, and give communion and last rites.","Valades, Diego, fl. 1580","Rhetorica christiana ad concionandi, et orandi usum accommodata ...",Perugia,Apud Petrumiccobum Potrutium,1579,"This book, a manual of instructions for missionaries to Mexico that described indigenous religious rites and customs, was the first book by a Mexican to be published in Europe. The author gives a firsthand account of the evangelization of Mexico.",1492-1600,,,Acquired in 1906.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of Mexico,Catholic Church--Missions,,,,,,
1387,1387-3,BA579 V136r,Tipus sacrificiorum que in maniter indi faciebant in novo indiarum orbe precipue in Mexico,Diego Valadés,fl. 1580,fecit,,,,,,,Perugia,Pietro Giacopo Petrucci,1579,Latin,"Aztec sacrifice scene in temple surrounded by daily life in ancient Mexico. Priests under a dome offer the victim's heart to an idol while other priests attend. At left, the bodies are tossed down the stairs and burned on a pyre. Before the sacrificial place dancers celebrate, and around the temple women prepare tortillas and cook, a burial ceremony takes place, men fish with seine net, men paddle canoes and rafts, one made out of balsa, people collect fruit and carry water, and people make astronomical observations. Built environment includes dwellings and towns. Botanical elements include identified plants and trees, including maize, pineapple, and cacti.","Valades, Diego, fl. 1580","Rhetorica christiana ad concionandi, et orandi usum accommodata ...",Perugia,Apud Petrumiccobum Potrutium,1579,"This book, a manual of instructions for missionaries to Mexico that described indigenous religious rites and customs, was the first book by a Mexican to be published in Europe. The author gives a firsthand account of the evangelization of Mexico. Image placed horizontally on page.",1492-1600,,"Danforth, S. Encountering the New World, Fig. 15",Acquired in 1906.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Flora and fauna,Indigenous peoples,,Indians of Mexico--Religion,Indians of Mexico--Rites and ceremonies,,,,,,
1387,1387-1,BA579 V136r,[Missionary instructs native Americans],,,,,,,,,,Perugia,Pietro Giacopo Petrucci,1579,,"A missionary or priest instructs native Americans who sit in a circle around him. Cultural artifacts include bows, quivers, and arrows.","Valades, Diego, fl. 1580","Rhetorica christiana ad concionandi, et orandi usum accommodata ...",Perugia,Apud Petrumiccobum Potrutium,1579,"This book, a manual of instructions for missionaries to Mexico that described indigenous religious rites and customs, was the first book by a Mexican to be published in Europe. The author gives a firsthand account of the evangelization of Mexico. Diego Valades, fl. 1580, is probably the image creator.",1492-1600,,,Acquired in 1906.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of Mexico,Catholic Church--Missions,,,,,,
1387,1387-2,BA579 V136r,[Missionary brings Christianity to native Americans],Diego Valadés,fl. 1580,fecit,,,,,,,Perugia,Pietro Giacopo Petrucci,1579,,"A missionary or priest and his retinue with luggage meet a band of native Americans with shield, spears, and bows and arrows. The missionary's group carries a chalice, censer, crucifixes, staffs,and boxes. Two women and their children kneel down before them. Also includes an open fire in a pit. Items in the image are lettered for identification in text below.","Valades, Diego, fl. 1580","Rhetorica christiana ad concionandi, et orandi usum accommodata ...",Perugia,Apud Petrumiccobum Potrutium,1579,"This book, a manual of instructions for missionaries to Mexico that described indigenous religious rites and customs, was the first book by a Mexican to be published in Europe. The author gives a firsthand account of the evangelization of Mexico.",1492-1600,,,Acquired in 1906.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of Mexico,Catholic Church--Missions,,,,,,
