Accession_number,Record_number,JCB_call_number,Image_title,Creator1,Creator1_dates,Creator1_role,Creator2,Creator2_dates,Creator2_role,Creator3,Creator3_dates,Creator3_role,Place_image_published,Image_publisher,Image_date,Languages,Description,Source_creator,Source_Title,Source_place_of_publication,Source_publisher,Source_date,notes,Time_Period,References,References_exhibitions,Provenance_Donor,Commentary,SubjectArea1,SubjectArea2,SubjectArea3,SubjectArea4,SubjectHeadings1,SubjectHeadings2,SubjectHeadings3,SubjectHeadings4,SubjectHeadings5,SubjectHeadings6,SubjectHeadings7,SubjectHeadings8
1299,01299-001,B714 P426i vol. 3,[Catafalque of Bishop Castañeda],Carolus a Zelada,,"aurifex, fecit",,,,,,,Lima,,1763,,"A catafalque with lit candles. Decorative elements include the Castañeda coat of arms (with galero and six fiocchi), skeleton with scythe, and (symbolizing his office) mitres, crosier, scapular, mozetta.","Ortega y Pimentel, Isidro José, 1692-1783","Funebre pompa, magníficas exèquias, que a la justa memoria del Illmo. señor Doct. D. Juan de Castañeda Velazquez y Salazar, dignissimo obispo de las Santas Iglesias de Panamà, y el Cuzco; solemnizó, en la metropolitana de la ciudad de los Reyes, D. Joachin de Lamo y Zuñiga, conde de Castañeda y de los Lamos, teniente coronel del Regimiento de Infanterìa Española de Lima ...",Lima,con licencia de los superiores. En la Oficina nueva de la Calle de la Coca,1763,"This is the only known copy with added plate (folded) illustrating the catafalque of Bishop Juan de Castañeda Velazquez y Salazar, bishop of the dioceses of Panama and Cusco [Cuzco], Peru. Not included in Medina's description. Referred to but not seen by Vargas Ugarte: ""Entre las págs. 28 y 29 del antelogio debe figurar, tal vez, un grabado del túmulo que falta en los ejemplares que hemos visto."" John Carter Brown Library copy is no. 6 of 7 items bound together in vol. 3 of a 13 v. set with spine title: ""Noticias del Peru."" This engraving shows a catafalque, an elaborate funerary structure, which was erected in the cathedral of the archdiocese of Lima for the bishop's funeral service and later disassembled.",1751-1800,,,Acquired in 1846.,,"Artifacts, industry, and human activities",,,,Funeral rites and ceremonies--Peru--Lima,,,,,,,
7012,7012-1,BA764 F363c,V. P. Ignacio Raphael Coromina dela Comp[ani]a de Jesus Apostal de Guanajuato murio de 55. a[no]s en d[ic]ho Colegio,Joseph Morales,,dlt. et sc.,,,,,,,Mexico,Colegio de S. Ildefonso,1764,Spanish,"Ignacio Raphael Coromina hands his rosary to seated and kneeling figures. He also blesses a kneeling man and preaches to a congregation in a church. Includes pulpit, biretta, crucifix with INRI, books, and altar.","Fernandez de Sousa, Juan de Dios",Carta consolatoria a la ciudad de Guanajuato en la sensible muerte de su zeloso apostol el padre rector Ignacio Raphael Coromina ... y analysis de su exemplar vida ...,Mexico,"Impressa en el Real, y mas Antiguo Colegio de S. Ildefonso de Mexico",1764,Coromina was the rector of the Jesuit Antiguo Colegio de San Ildefonsos of Guanajuato founded by the Jesuits in 1588.,1751-1800,,,,,"Artifacts, industry, and human activities",,,,"Coromina, Ignacio Raphael",Jesuits--Mexico,,,,,,
1312,01312-1,B714 P426i,[Catafalque],Vazquez,,sculp.,,,,,,,Lima,Nicolas Urdin y Cevallos,1768,,"Catafalque of the Queen Mother, Isabel Farnesio. Allegorical figures representing faith (holding a cross), magnanimity (holding a compass), strength (holding a column), and fertility (holding a sheaf of wheat) are on the first tier. Figures stand on the second tier representing a native American and a European. Decorative elements include crowns, two coats of arms (one of the Farnese family, the other the Spanish royal coat of arms), crowns, pillars and urns bursting into flame, a skeleton with a bow and arrow, an orb. Figure at the top stands on a hemisphere.","Borda y Orosco, Joseph Antonio","Relacion de las reales exequias, que a la memoria de la reyna madre, neustra señora, Doña Isabel Farnesio, mando hacer en la ciudad de Los Reyes, capital de la América meridional",Lima,"En la Imprenta Real: Calle de Palacio, por Nicolas Urdin y Cevallos",1768,"A catafalque, an elaborate funerary structure, was erected in the cathedral of Lima for a funeral ceremony for Queen Isabel Farnesio (1692-1766), born Elisabetta Farnese of Parma, who was the second wife of King Philip V of Spain (1683-1746). Bound as item 1 of 9 items in vol. 4 of a 15 v. set entitled, Noticias del Peru.",1751-1800,,,Acquired in 1846.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",,,,Funeral rites and ceremonies--Peru--Lima,Emblems,Catafalques,,,,,
4811,04811-1,BA769 C361c / 1-SIZE (copy 1),[Title page],Emmanuel Villavicencio,,dlt. et sc.,Hogal,,,,,,Mexico,"En la Imprenta de el Superior Gobierno, de el Br. D. Joseph Antonio de Hogal, en la Calle de Tiburcio",1769,Latin,"An allegorical depiction of the spiritual conquest of Mexico. The church, shown as a blindfolded woman, carries a cross and a chalice with the host above it. Around her, native American men, women, and children kneel. Includes Christian church, owl [?], and native American sculptured objects. Also includes Biblical quotation in Latin, ""Haec est Victoria, quae vincit Mundum Fides nostra. 1 Ioan. 5. v. 4.""",Catholic Church. Province of Mexico City (Mexico). Concilio Provincial (1st : 1555),"Concilios provinciales primero, y segundo, celebrados en la muy noble, y muy leal Ciudad de México ...",Mexico,"en la imprenta del Superior Gobierno, del Br. D. Joseph Antonio de Hogal en la Calle de Tiburcio",1769,,1751-1800,,,Acquired in 1855.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Catholic Church--Missions--Mexico,Indians of Mexico--Missions,Catholic Church--Province of Mexico City (Mexico),,,,,
5741,05741-8,B770 C828h / 1-SIZE,[El Grande Templo de Mexico],Navarro,,sculp.,,,,,,,Mexico,Br. D. Joseph Antonio de Hogal,1769,Spanish,Bird's eye view of the main temple of Mexico City. Parts are labeled in a key below image.,"Cortés, Hernán, 1485-1547","[Cartas. Carta 2a-4a] Historia de la Nueva-España, ... aumentada con otros documentos, y notas, por el ilustrissimo señor don Francisco Antonio Lorenzana, ...",Mexico,"en la imprenta del Superior Gobierno, del Br. D. Joseph Antonio de Hogal en la Calle de Tiburcio",1770,"Part of Francisco Antonio de Lorenzana's Historia de la Nueva-España (Mexico, 1770) which brought together historical documents relating to the civil and religious history of Mexico. Engraver is José Mariano Navarro. Two gods depicted at the top of the temple and to whom sacrifices are being made are Huitzilopochtli (god of the sun and war) and Tlaloc (god of rain).",1751-1800,"cf. Solís, Antonio de, Historia de la conquista de Mexico, ... Brussels, 1741, plate following p. 114.","Johnson, J. G. Book in the Americas, Item 26, fig. 37.",Acquired before 1874.,Susan_Danforth@brown.edu,"Geography, maps, city views and plans",,,,Aztec architecture--Mexico,Aztec gods--Mexico,Aztecs--Religion,"Lorenzana, Francisco Antonio, 1722-1804",Tlaloc (Aztec deity),,,
71-21,71-21-1,BA77- P153b,V.S.D. Juan de Palafox obispo dela Puebla D Los Angeles y D Osma,Juan Fernando Palomino,,ft.,,,,,,,Madrid,Joseph Doblado,177,Spanish,Portrait of Juan de Palafox y Mendoza wearing a cross around his neck and a skull cap and holding a book. Includes bishop's miter and crozier.,"Palafox y Mendoza, Juan de, 1600-1659",Breve tratado de la oracion ... con las meditaciones de san Pedro de Alcantara y fr. Luis de Granada ...,Madrid,Joseph Doblado,1777,"Appointed ""visitador general"" of Mexico in 1639, Palafox y Mendoza served as the bishop of Puebla of Los Angeles until 1649. His appointment to the uncelebrated bishopric of Osma in Spain in 1655 was the equivalent of enforced retirement and public humiliation. The process of his canonization was begun in 1726, but a final decision was suspended in 1777.",1751-1800,,,Acquired in 1971.,,Portraits,,,,"Palafox y Mendoza, Juan de, 1600-1659--Portraits",,,,,,,
13970,13970-001,BA771 C716e,[Interior of a church],Josef Vazquez,,Sculp. Lim.,,,,,,,Lima,Oficina de la Calle de San Jacinto,1771,,Interior of a church.,"Colmenares Fernández de Córdoba, Felipe Urbano, marqués de Zelada de la Fuente, 1723-1807",El dia deseado,Lima,en la Oficina de la Calle de San Jacinto,1771,"This image is the frontispiece to Pablo de Laurnaga, Oracion panegirica, que en el dia deseado de la dedicacion y estreno del neuvo templo del Santo Cristo de los Milagros, Lima, 1771, published to consecrate the church of Santo Cristo de los Milagros (Our Lord of Miracles ). This baroque church, attached to the convent of the Nazarenes in Lima, contained an image of a black Jesus, painted by an African slave in the seventeenth century and venerated for protection against earthquakes. The oration was included, with title page, as a part of El dia deseado.",1751-1800,http://www.transcomm.ox.ac.uk/working%20papers/Paerregard.PDF (Oct. 2003),,Acquired in 1925.,,"Artifacts, industry, and human activities",,,,Catholic church buildings--Peru,,,,,,,
5773,5773-1,BC772 A861v,[Carding machine for cotton],Villavico.,,Sc.,,,,,,,Mexico,José de Jauregui,1772,,"Man works a carding machine for cotton. Includes cotton fiber, treadle, wheel, and grinding mechanism. Items in the image are lettered for identification in following text.",,"Asuntos varios sobre ciencias, y artes. Obra periódica ... por D. Josef Antonio de Alzate, y Ramirez.",Mexico,"En la Imprenta de la Biblioteca Mexicana del Lic. D. Josef de Jauregui, en la Calle de San Bernardo",1772-1773,"Text, published by José Antonio de Alzate y Ramírez as the ninth part of a Mexican scientific periodical, describes the workings of a cotton carding machine.The engraver may be Manuel Villavico who engraved maps in Mexico in the 1780s.",1751-1800,,,Acquired in 1909.,,"Artifacts, industry, and human activities",,,,Inventions--Mexico,Cotton manufacture--Mexico,Mexican periodicals--Mexico--Mexico City,,,,,
11254,11254-002,E772 C749p,[The nations of Europe assemble],,,,,,,,,,Paris,"Chez T. R. Delorme, imprim. libr. Dover Street, Piccadilly",1772,,"Devils and fools dance in front of the entrance to Hell [?] and the entrance to Heaven [?]. A pig dressed as a priest stands before the fires of Hell while a procession led by another ecclesiastic carries a crucifix with ""Nuestra Sonora, d'atocha"" on it. Throngs of people, some nuns, some bishops, some royalty, some ordinary people, wait behind a portal. A figure representing Calvin, with a Bible under his arm, points the way to a garden [heave].",,"Congrès politique, ou Entretiens libres des puissances de l'Europe; sur le bal général prochain. Avec figures.",London,"Chez T. R. Delorme, imprim. libr. Dover Street, Piccadilly",1772,"This book, a ""satiric allegory on European wars"" (according to Echeverria & Wilkie) was probably printed in Paris. Nuestra Se�ora de Atocha (""Our Lady of Atocha"") was the most famous of a fleet of Spanish ships that sank in 1622 off the Florida Keys while carrying copper, silver, gold, tobacco, gems, jewels, jewelry, and indigo from Spanish ports at Cartagena and Porto Bello in New Granada (current Colombia and Panama, respectively) and Havana bound for Spain.",1751-1800,,,Acquired in 1917.,,"Artifacts, industry, and human activities",,,,Emblems--America,,,,,,,
31195,31195-2,D774 F193d / 1-SIZE,A New Map of the Southern Parts of America taken from Manuscript Maps made in the Country and a Survey of the Eastern Coast made by Order of the King of Spain.,Thomas Kitchin,1719-1784,engraved by,,,,,,,Hereford,C. Pugh,1772,English,"Map of the southern part of South America from the Saint Gregory's Bay to the Strait of Magellan. Cartographic elements include a scale, lines of latitude and longitude, some topographical details, and location of islands and bays. Includes the Falkland Islands. Decorative cartouche includes a native American man and woman, volcano, dwellings or tents, pine trees, anteater, armadillo, skunk in the process of spraying, a rodent with three toes, spear, sword, bow, fur cloak, and ornaments.","Falkner, Thomas, 1707-1784","[Description of Patagonia] A description of Patagonia, and the adjoining parts of South America ...",Hereford,"Printed by C. Pugh; London and sold by T. Lewis, Russell-Street, London",1774,"Thomas Falkner, a Jesuit missionary, was born in Manchester, England. After studying as a surgeon under Mead, he shipped out as surgeon on board the Assiento, a slave ship belonging to the South Sea Company. He sailed to the Guinea Coast circa 1731, then to Buenos Aires where he fell dangerously ill. He was received into the Society of Jesus in 1732 and afterwards spent 38 years as a missionary, first in Paraguay and Tucuman and then from 1740 among the native tribes between the Rio de la Plata and the Strait of Magellan. Biography taken from Lawrence Wroth's penciled note on end paper.",1751-1800,"Cardiff, G. La personalidad y la obra de Tomás Falkner, 60",,Acquired in 1953.,,Flora and fauna,"Geography, maps, city views and plans",Indigenous peoples,,Indians of South America,South America--Maps,,,,,,
31195,31195-1,D774 F193d / 1-SIZE,[Map of the Southern Parts of America],Thomas Kitchin,1719-1784,engraved by,,,,,,,Hereford,C. Pugh,1772,English,"Map of the southern part of South America from the Rio de la Plata to Cape Saint Helen on the east coast and Chiloe to Point Male on the west. The southernmost portion of South America is included in 31195-2. Cartographic elements include lines of latitude and longitude, location of rivers, bays, lakes, salt flats, and a sand dessert. Also includes some topographical details and indications of a ""Horse Road.""","Falkner, Thomas, 1707-1784","[Description of Patagonia] A description of Patagonia, and the adjoining parts of South America ...",Hereford,"Printed by C. Pugh; London and sold by T. Lewis, Russell-Street, London",1774,"Thomas Falkner, a Jesuit missionary, was born in Manchester, England. After studying as a surgeon under Mead, he shipped out as surgeon on board the Assiento, a slave ship belonging to the South Sea Company. He sailed to the Guinea Coast circa 1731, then to Buenos Aires where he fell dangerously ill. He was received into the Society of Jesus in 1732 and afterwards spent 38 years as a missionary, first in Paraguay and Tucuman and then from 1740 among the native tribes between the Rio de la Plata and the Strait of Magellan.Biography taken from Lawrence Wroth's penciled note on end paper.Creator taken from the part of map depicted in 31195-2.",1751-1800,"Cardiff, G. La personalidad y la obra de Tomás Falkner, 60",,Acquired in 1953.,,"Geography, maps, city views and plans",,,,South America--Maps,,,,,,,
C-6509,C-6509,Cabinet Gk774 CeJ Ms.,"Mapa sacado con la ocasion de la Entrada qui hizo â su costa â los Fertiles y dilatados Paises del Gran Chaco Gualamba, el Governor del al Prov[inci]a del Tucamàn Dn. Geronimo Matorras ...",Julio Ramón de César,fl. 1774,,,,,,,,,,1774,Spanish,"Map of the interior of Argentina, Paraguay, and Bolivia. Cartographic elements include lines of latitude and longitude and path of the main route from Buenos Aires to Potosí (at the very top of the map). Decorative elements include native Americans meeting with Spanish soldiers, bird, horses, and military encampment. Items in the image are numbered and lettered for identification in a key above.",,,,,,"This map was given as a presentation map and provided a record of the expedition of Geronimo Matorras, Governor of Tucumán, into the interior Indian country, or Gran Chaco Gualamba. The drawing memorializes the governor's meeting with ""El famoso Indio Paykin."" Another copy of this map is held by the Archivo General de Indias, Seville.",1751-1800,http://www.ecomchaco.com.ar/cultura/chaco/tema011.htm (Feb. 2003),,Acquired in 1965.,Susan_Danforth@brown.edu,"Geography, maps, city views and plans",Indigenous peoples,,,South America--Maps,,,,,,,
9413,09413-1,D775 F193b,Neue Charte der Südlichern Theile von America ...,,,,,,,,,,Gotha,bey C. W. Ettinger,1775,German,"Map of the southern part of South America from the Rio de la Plata to Cape Saint Helen on the east coast and Chiloe to Point Male on the west. Cartographic elements include lines of latitude and longitude, location of rivers, bays, lakes, salt flats, volcanos, and a sand dessert. Also includes some topographical details. Decorative details include armadillos, anteaters [?], native American man and woman, spear, bow, sword, dwelling or long house made of skins, erupting volcano, and pine tree.","Falkner, Thomas, 1707-1784",[Description of Patagonia] Beschreibung von Patagonien und den angrenzenden Theilen von Südamerika ...,Gotha,bey Carl Wilhelm Ettinger,1775,"Thomas Falkner, a Jesuit missionary, was born in Manchester, England. After studying as a surgeon under Mead, he shipped out as surgeon on board the Assiento, a slave ship belonging to the South Sea Company. He sailed to the Guinea Coast ca. 1731, then to Buenos Aires where he fell dangerously ill. He was received into the Society of Jesus in 1732 and afterwards spent 38 years as a missionary, first in Paraguay and Tucuman, and then from 1740 among the native tribes between the Rio de la Plata and the Strait of Magellan. This map was engraved by Thomas Kitchin.",1751-1800,"Cardiff, G. La personalidad y la obra de Tomás Falkner, 60",,Acquired in 1953.,,Flora and fauna,"Geography, maps, city views and plans",Indigenous peoples,,South America--Maps,,,,,,,
06-107,06-107-1,BA776 P859l,[Catafalque of Pedro Antonio de Barroeta y Angel],José Vázquez,1768-1804,sculp.,,,,,,,Lima,En la Imprenta de los Niños Huérfanos,1776,,"Catafalque of Pedro Antonio de Barroeta y Angel, archbishop of Lima from 1751 to 1758 (when he was transferred to the see of Grenada). Decorative elements include allegorical figures, candlesticks, skeletons, and (symbolizing his office) mitres, pallium, and mozetta.","Potau Olsina, José, 1720-1810",Lagrimas de Lima en las exequias del Ilmo. Sr. D.D. Pedro Antonio de Barroeta y Angel ...,Lima,En la Imprenta de los Niños Huérfanos,1776,"A catafalque, an elaborate funerary structure, would have been erected in the cathedral for important persons and later disassembled. This engraving commemorated Pedro Antonio de Barroeta y Angel (ca. 1700-1775), who was archbishop of Lima from 1751 to 1758 (when he was transferred to the see of Grenada). He devoted himself to reforms among the clergy and church administration and to charity. Barroeta distributed all his revenues among the poor, so that his brother had to pay the expenses of his voyage back to Spain.",1751-1800,,,Acquired in 2006.,,"Artifacts, industry, and human activities",,,,Catafalques,Emblems,Funeral rites and ceremonies--Peru--Lima,,,,,
6454,06454-8,H776 M722c (copy 2),Dama in abito da visita,Giovanni Fabbri,d. 1777,fecit,,,,,,,Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,Italian,Woman in a visiting costume holds a rose in one hand.,"Molina, Giovanni Ignazio, 1740-1829","Compendio della storia geografica, naturale, e civile del regno del Chile",Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,"This work was published anonymously, but is attributed to Molina.",1751-1800,,,Acquired before 1870.,,"Artifacts, industry, and human activities",,,,Clothing and dress--Chile,,,,,,,
6454,06454-9,H776 M722c (copy 2),Dama in abito da casa,Giovanni Fabbri,d. 1777,fecit,,,,,,,Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,Italian,Woman wears a costume worn in the house.,"Molina, Giovanni Ignazio, 1740-1829","Compendio della storia geografica, naturale, e civile del regno del Chile",Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,"This work was published anonymously, but is attributed to Molina.",1751-1800,,,Acquired before 1870.,,"Artifacts, industry, and human activities",,,,Clothing and dress--Chile,,,,,,,
6454,06454-4,H776 M722c (copy 2),Macello delle Vacche,Giovanni Fabbri,d. 1777,fecit,,,,,,,Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,Italian,"Manner of killing beasts or hunting in Chile. At top the cattle or bulls are kept within a fence while gauchos watch over them. A gaucho on horseback chases an escaping bull. In the middle a gaucho lassoes a bull and captures it by its horns. At bottom, the gaucho pins the bull to the ground and prepares to slit its throat while his horse holds the rope tight. Includes knife and lariat or boleadoras.","Molina, Giovanni Ignazio, 1740-1829","Compendio della storia geografica, naturale, e civile del regno del Chile",Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,"This work was published anonymously, but is attributed to Molina.",1751-1800,,,Acquired before 1870.,,"Artifacts, industry, and human activities",Flora and fauna,,,Gauchos--Chile,Cattle--Chile,,,,,,
6454,06454-5,H776 M722c (copy 2),Givoco la Chueca,Giovanni Fabbri,d. 1777,fecit,,,,,,,Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,Italian,"Native Americans play a game of chueca, a game similar to field hockey. Includes sticks, ball, feathered headdresses. A basket and laundry or clothing hang on tree.","Molina, Giovanni Ignazio, 1740-1829","Compendio della storia geografica, naturale, e civile del regno del Chile",Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,"This work was published anonymously. The word ""chueca"" means curved stick in Mapuche and was played as a ritual celebration with prayer, dancing, and feasting. Europeans disapproved of the game; often it was followed by drinking of chincha and drunkenness.This work was published anonymously, but is attributed to Molina.",1751-1800,,,Acquired before 1870.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Mapuche Indians,Indians of South America--Games,,,,,,
6454,06454-6,H776 M722c (copy 2),Givoco il Cututumpeucu.,Giovanni Fabbri,d. 1777,fecit,,,,,,,Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,Italian,"Native Americans play a game of cututumpeucu, a circle game in which one player stands in the center while the others dance around him. Includes feathered headdresses.","Molina, Giovanni Ignazio, 1740-1829","Compendio della storia geografica, naturale, e civile del regno del Chile",Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,"This work was published anonymously, but is attributed to Molina.",1751-1800,,,Acquired before 1870.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America--Games--Chile,,,,,,,
6454,06454-7,H776 M722c (copy 2),Ballo degl' Indiani.,Giovanni Fabbri,d. 1777,fecit,,,,,,,Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,Italian,Native Americans dance in a circle. In the center stand a musician or drummer and a man holding a flag or banner. Also includes gourds or bottles.,"Molina, Giovanni Ignazio, 1740-1829","Compendio della storia geografica, naturale, e civile del regno del Chile",Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,"This work was published anonymously, but is attributed to Molina.",1751-1800,,,Acquired before 1870.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America--Chile,Indian dance--Chile,,,,,,
6454,06454-2,H776 M722c (copy 2),[Birds of Chile],Giovanni Fabbri,d. 1777,fecit,,,,,,,Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,Italian,"Penquin, hummingbird, jacana [here called a keltheau], nest of a building bird, flamingo, and an Andean condor.","Molina, Giovanni Ignazio, 1740-1829","Compendio della storia geografica, naturale, e civile del regno del Chile",Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,"The penguin is perhaps the Humboldt penguin [Spheniscus humboldti] or the Gentoo penguin [Pygoscelis papua]. It is similar to the Magellanic penguin. The keltheu is probably a wattled jacana [Jacana jacana, a wading bird with huge feet and claws which allow them to walk on vegetation], a flamingo, and an Andean condor [Vultur gryphus].This work was published anonymously, but is attributed to Molina.",1751-1800,,,Acquired before 1870.,,Flora and fauna,,,,Natural history--Chile,,,,,,,
6454,06454-3,H776 M722c (copy 2),[Animals of Chile],Giovanni Fabbri,d. 1777,fecit,,,,,,,Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,Italian,"Guemul [llama], chillihueque [alpaca], vicogna [vicuña], huanaco, kirkinchio [perhaps an armadillo], leone marino [sea lion], lupi marini [sea wolf or seal], and chiñe [chinchilla].","Molina, Giovanni Ignazio, 1740-1829","Compendio della storia geografica, naturale, e civile del regno del Chile",Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,"Alpacas and vicuñas are in genus Vicugna. Huemul is a species of Andean deer, although the guemul shown here is a llama (a camelid). The chilliheuque is described in the text as an Araucanian camel.This work was published anonymously, but is attributed to Molina.",1751-1800,,,Acquired before 1870.,,Flora and fauna,,,,Natural history--Chile,,,,,,,
6454,06454-10,H776 M722c (copy 2),S. Giacopo Capitale del Regno del Chile,Giovanni Fabbri,d. 1777,fecit,,,,,,,Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,Italian,"Plan of San Giacopo, or present-day Santiago, the capital of Chile. Includes a key with location of important buildings such as palaces, churches, convents, gardens, and university. Also includes the location of the Mapocho River, Mount Santa Lucia [Cerro Santa Lucía] and San Christoforo [Cerro San Cristóbal], compass rose, and scale.","Molina, Giovanni Ignazio, 1740-1829","Compendio della storia geografica, naturale, e civile del regno del Chile",Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,"This work was published anonymously, but is attributed to Molina.",1751-1800,,,Acquired before 1870.,,"Geography, maps, city views and plans",,,,Santiago (Chile)--Maps,,,,,,,
6454,06454-11,H776 M722c (copy 2),Il Chile Regno dell'America Meridionale,Giovanni Fabbri,d. 1777,fecit,,,,,,,Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,Italian,"Map of Chile from Peru in the north [on left] to the archipelago of Chiloe in the south. Cartographic elements include lines of latitude and longitude, compass rose, scale, some topographical details, location of settlements, lakes, volcanoes, and native American lands. Decorative cartouche includes an Araucanian Indian with feathered headdress, spear, and poncho.","Molina, Giovanni Ignazio, 1740-1829","Compendio della storia geografica, naturale, e civile del regno del Chile",Bologna,Nella stamperìa di S. Tommaso d'Aquino,1776,"This work was published anonymously, but is attributed to Molina.",1751-1800,,,Acquired before 1870.,,"Geography, maps, city views and plans",Indigenous peoples,,,Indians of South America--Chile,Chile--Maps,,,,,,
5766,05766-1,D777 R652h1 / 1-SIZE,[Aztec glyphs],John Lodge,,sculp.,,,,,,,London,"W. Strahan, & T. Cadell, in the Strand",1777,,"Aztec glyphs or pictographs, perhaps depicting historical events and tribute.","Robertson, William, 1721-1793",The history of America. Vol. II.,London,"Printed for W. Strahan; T. Cadell, in the Strand; and J. Balfour, at Edinburgh.",1777,"Robertson's history is one of the best known and most influential of the eighteenth century. Text discusses previously known Mexican (Aztec) paintings and their publication. Robertson has taken his example from eight paintings in the so-called Codex Mexicanus in the collection of the Imperial Library at Vienna. These paintings may have come originally from King Emmanuel of Portugal before 1533. Robertson identifies the lettered items in the text as targets or darts (AA), temples (BB), a bale of cloth (C), a numerical notation (DDD), and soldiers (EEE). Engraver is probably John Lodge, active in London ca. 1754-1794, d. 1796. Cf. Robertson, [History of America. Books 1-8. Greek], Vienna, [1792-1794] for the same image, reversed (04231-3).",1751-1800,,,Acquired before 1871.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Aztecs,Indians of Mexico,"Picture writing, Mexican",,,,,
28278,28278,bBA778 M637m,La milagrosa ymagen de Nuestra Señora de Copacabana ...,,,,,,,,,,Lima,en la Calle de Juan de Medina,1778,,"Representation of the Virgin standing on crescent moon and holding her infant, Jesus. She is flanked by two angels.",,,,,,"The statue of our Lady of Copacabana, the patron saint of Bolivia, was made by a native Inca, Francisco Tito Yupanqui, descendant of Huayna Capac Inca, and was enthroned in Copacabana on the shore of Lake Titicaca in 1583. This broadside is the only known copy.",1751-1800,,,,,"Artifacts, industry, and human activities",Indigenous peoples,,,"Mary, Blessed Virgin, Saint--Apparitions and miracles",,,,,,,
12091,12091-2,BA779V182v,Verdadero Retrato de la milagros Imagen de Nuestra Señora de Guadalupe de Mexico,Angelo Ferri,,Scul.,,,,,,,Cesena,Gregorio Biasini,1779,Latin,"Image of Our Lady of Guadalupe with roses, starry cloak, crescent moon, crown, and angel.","Vallejo, José Ignacio, 1718-1784",Vida de la madre de Dios y siempre Virgen Maria ...,Cesena,En la Imprenta de Gregorio Biasini en la Ingsignia de Palas,1779,"A vision of the Virgin of Guadalupe, with native American features, appeared to Juan Diego, a native American, on a hill named Tepeyac near the site of a temple to the Aztec goddess Tonantzin (Mother of the People) in 1531.",1751-1800,,,,,"Artifacts, industry, and human activities",Indigenous peoples,,,"Guadalupe, Our Lady of","Mary, Blessed Virgin, Saint--Apparitions and miracles--Mexico",,,,,,
C-7708,C-7708,Cabinet Gf779 AnJ,"Carte du Chili Méridional du Rio de la Plata, des Patagons, et du Détroit de Magellan; Ce qui fait l'extremité Australe de l'Amerique Merid[iona]le",Jean Baptiste Bourguignon d'Anville,1697-1782,,,,,,,,Venice,Par P. Santini,1779,French,"Map of the southern part of South America from the Rio de la Plata. Cartographic elements include lines of longitude and latitude, scales, and some topographical details. Decorative cartouche includes trees, flowering bush [camelia?], ships, golden coins, shells, and pearls [?].",,,,,,This map was one of three maps of South America produced by Anville.,1751-1800,"Phillips, P. L. Atlases 647, no. 53; William L. Clements Library 1/37",,Acquired in 1977.,Susan_Danforth@brown.edu,Flora and fauna,"Geography, maps, city views and plans",,,South America--Maps,,,,,,,
12091,12091-1,BA779V182v,Josephus Ignatius Vellejus Mexicanus ...,Angelo Ferri,,sculp.,,,,,,,Cesena,Gregorio Biasini,1779,Latin,Portrait of José Ignacio Vallejo.,"Vallejo, José Ignacio, 1718-1784",Vida de la madre de Dios y siempre Virgen Maria ...,Cesena,En la Imprenta de Gregorio Biasini en la Ingsignia de Palas,1779,"Vellejo was the bishop of Guadalajara, Mexico.",1751-1800,,,,,Portraits,,,,"Vallejo, José Ignacio, 1718-1784--Portraits",,,,,,,
